Altitude [m];AltitudeDifferencesDownhill [m];AltitudeDifferencesUphill [m];Cadence [rpm];Calories [kcal];Distance [m];DistanceAbsolute [m];DistanceDownhill [m];DistanceUphill [m];Heartrate [bpm];Incline [%];Latitude;Longitude;Power [watts];Power to Weight Ratio [watts/kg];RiseRate [m/min];Speed [m/s];Temperature [°C];TrainingTime [s];TrainingTimeAbsolute [s];TrainingTimeDownhill [s];TrainingTimeUphill [s];Work [kJ];TimeBelowIntensityZones [s];TimeInIntensityZone1 [s];TimeInIntensityZone2 [s];TimeInIntensityZone3 [s];TimeInIntensityZone4 [s];TimeAboveIntensityZones [s];NormalizedPower [watts];RightBalance;LeftBalance;TimeInPowerZone1 [s];TimeInPowerZone2 [s];TimeInPowerZone3 [s];TimeInPowerZone4 [s];TimeInPowerZone5 [s];TimeInPowerZone6 [s];TimeInPowerZone7 [s];PedalingTime [s];SpeedTime [min/km]
628;1;0;75.94177396633962;0.9446517412935324;57.14;0;0;0;122.44566530294176;0;46.941772;7.405552;197.5566683289719;2.703969255655097;0;9.472222222222223;25.5;600;0;0;0;0.6293532338308457;0;600;0;0;0;0;118.89898008077212;0;100;0;300;300;0;0;0;0;600;105
628;0;0;79.93870943825223;0.9446517412935324;43.95;43.950000000000045;0;0;123.4411585167868;0;46.941733;7.406067;139.51166784056264;1.9095040619832384;0;8.555555555555555;25.4;500;500;0;0;0.6293532338308457;0;500;0;0;0;0;122.232596344719;0;100;300;200;0;0;0;0;0;500;116
628;0;0;77.94024170229594;0.9446517412935324;39.55;83.5;0;0;126.42763815832198;0;46.942068;7.406577;123.21833437013196;1.6864962883209629;0;8.372222222222222;25.5;500;1000;0;0;0.6293532338308457;0;500;0;0;0;0;123.34380176603464;0;100;500;0;0;0;0;0;0;500;119
628;0;0;74.94254009836148;0.9446517412935324;39.55;123.04999999999995;0;0;127.42313137216703;0;46.941718;7.407248;98.77833416448595;1.3519846278275485;0;7.113888888888889;25.5;500;1500;0;0;0.6293532338308457;0;500;0;0;0;0;125.56621260866588;0;100;500;0;0;0;0;0;0;500;140
629;0;2;77.94024170229594;0.9446517412935324;28.55;151.5999999999999;0;15.37;131.40510422754724;1.1329042029534266;46.941797;7.407532;57.02666714650736;0.7805272078179661;6022.514071294559;5.675;25.6;500;2000;0;300;0.6293532338308457;0;300;200;0;0;0;126.67741802998152;0;100;500;0;0;0;0;0;0;500;176
631;0;2;74.94254009836148;0.9446517412935324;28.55;180.14999999999986;0;28.55;135.38707708292748;2.2658084059068533;46.941537;7.407748;117.10833431872048;1.6028683731976092;8030.018761726078;4.930555555555555;25.6;500;2500;0;500;0.6293532338308457;0;0;500;0;0;0;127.78862345129714;0;100;500;0;0;0;0;0;0;500;202
632;0;0;60.95326594666733;0.9446517412935324;19.75;199.89999999999986;0;19.75;139.36904993830768;3.39871260886028;46.941538;7.408042;120.16333434442622;1.644682330759286;9033.771106941838;3.875;25.7;500;3000;0;500;0.6293532338308457;0;0;500;0;0;0;126.67741802998152;0;100;500;0;0;0;0;0;0;500;258
633;0;1;47.963225662951345;0.9446517412935324;17.55;217.44999999999982;0;17.55;140.36454315215275;3.39871260886028;46.941527;7.408235;84.52166737785912;1.156852825873057;7026.266416510318;3.6777777777777776;25.6;500;3500;0;500;0.6293532338308457;0;0;500;0;0;0;126.67741802998152;0;100;500;0;0;0;0;0;0;500;271
633;0;1;85.93411264612115;0.9446517412935324;24.16;241.6099999999999;0;24.16;140.36454315215275;3.39871260886028;46.941463;7.408548;145.62166789197414;1.9931319771065923;11041.275797373357;5.652777777777778;25.6;500;4000;0;500;0.6293532338308457;0;0;500;0;0;0;126.67741802998152;0;100;200;300;0;0;0;0;0;500;176
634;0;0;81.93717717420854;0.9446517412935324;28.55;270.1600000000001;0;28.55;142.35552957984285;3.39871260886028;46.941433;7.408912;183.3000015423451;2.5088374537006057;13048.780487804876;6.041666666666666;25.6;500;4500;0;500;0.6293532338308457;0;0;500;0;0;0;126.67741802998152;0;100;0;500;0;0;0;0;0;500;165
635;0;1;82.93641104218669;0.9446517412935324;39.54;309.6999999999998;0;39.54;141.3600363659978;2.2658084059068533;46.94145;7.409325;205.70333506418729;2.815473142486235;11041.275797373357;6.8277777777777775;25.7;500;5000;0;500;0.6293532338308457;0;0;500;0;0;0;126.67741802998152;0;100;0;100;400;0;0;0;0;500;146
635;0;0;0;0.9446517412935324;37.35;347.0499999999997;0;0;136.38257029677254;0;46.941278;7.409627;0;0;0;7.513888888888889;25.7;500;5500;0;0;0.6293532338308457;0;0;500;0;0;0;127.78862345129714;0;100;0;100;0;0;0;0;0;0;133
634;0;0;84.934878778143;0.9446517412935324;37.35;384.39999999999964;0;0;132.4005974413923;0;46.940993;7.409435;58.04500048840928;0.7944651936718584;0;8.06111111111111;25.7;500;6000;0;0;0.6293532338308457;0;0;500;0;0;0;127.78862345129714;0;100;400;0;0;0;0;0;0;500;124
634;0;0;83.93564491016485;0.9446517412935324;41.75;426.14999999999964;0;0;134.3915838690824;0;46.940702;7.409145;120.16333434442622;1.644682330759286;0;8.238888888888889;25.6;500;6500;0;0;0.6293532338308457;0;0;500;0;0;0;127.78862345129714;0;100;500;0;0;0;0;0;0;500;121
634;0;0;69.9463707584707;0.9446517412935324;35.15;461.2999999999997;0;0;133.39609065523737;0;46.940438;7.409045;88.59500074546679;1.212604769288626;0;6.752777777777777;25.6;500;7000;0;0;0.6293532338308457;0;0;500;0;0;0;127.78862345129714;0;100;500;0;0;0;0;0;0;500;148
635;0;1;72.94407236240517;0.9446517412935324;28.55;489.8499999999997;0;10.98;134.3915838690824;2.2658084059068533;46.940232;7.409172;48.88000041129202;0.6690233209868282;7026.266416510318;5.927777777777778;25.7;500;7500;0;200;0.6293532338308457;0;0;500;0;0;0;127.78862345129714;0;100;500;0;0;0;0;0;0;500;168
637;0;2;67.9479030225144;0.9446517412935324;26.35;516.1999999999996;0;26.35;133.39609065523737;2.2658084059068533;46.940017;7.409252;117.10833431872048;1.6028683731976092;8030.018761726078;5.413888888888889;25.7;500;8000;0;500;0.6293532338308457;0;0;500;0;0;0;126.67741802998152;0;100;500;0;0;0;0;0;0;500;184
638;0;1;79.93870943825223;0.9446517412935324;28.55;544.7499999999995;0;28.55;134.3915838690824;3.39871260886028;46.939798;7.409388;163.95166804620865;2.244015722476653;10037.523452157597;5.830555555555555;25.7;500;8500;0;500;0.6293532338308457;0;0;500;0;0;0;126.67741802998152;0;100;0;500;0;0;0;0;0;500;171
638;0;0;77.94024170229594;0.9446517412935324;24.16;568.9099999999996;0;24.16;135.38707708292748;3.39871260886028;46.93954;7.409578;191.44666827756043;2.620341340531744;12045.028142589115;6.219444444444444;25.8;500;9000;0;500;0.6293532338308457;0;0;500;0;0;0;126.67741802998152;0;100;0;400;100;0;0;0;0;500;160
638;0;1;83.93564491016485;0.9446517412935324;39.54;608.4499999999996;0;32.95;134.3915838690824;2.2658084059068533;46.939298;7.409835;182.28166820044316;2.4948994678467136;8030.018761726078;6.747222222222222;25.6;500;9500;0;400;0.6293532338308457;0;0;500;0;0;0;126.67741802998152;0;100;0;400;100;0;0;0;0;500;148
639;0;0;85.93411264612115;0.9446517412935324;32.95;641.3999999999996;0;0;136.38257029677254;0;46.939088;7.410132;84.52166737785912;1.156852825873057;0;6.822222222222222;25.6;500;10000;0;0;0.6293532338308457;0;0;500;0;0;0;127.78862345129714;0;100;500;0;0;0;0;0;0;500;146
639;0;0;81.93717717420854;0.9446517412935324;35.15;676.55;0;0;137.37806351061758;0;46.938902;7.410457;73.32000061693803;1.003534981480242;0;7.286111111111111;25.6;500;10500;0;0;0.6293532338308457;0;0;500;0;0;0;127.78862345129714;0;100;500;0;0;0;0;0;0;500;137
639;0;0;83.93564491016485;0.9446517412935324;37.35;713.8999999999996;0;0;140.36454315215275;0;46.938727;7.410922;102.85166753209364;1.4077365712431176;0;8.108333333333334;25.6;500;11000;0;0;0.6293532338308457;0;0;500;0;0;0;127.78862345129714;0;100;500;0;0;0;0;0;0;500;123
639;0;0;85.93411264612115;0.9446517412935324;41.75;755.6499999999996;0;0;141.3600363659978;0;46.938522;7.411368;118.1266676606224;1.6168063590515014;0;8.333333333333334;25.6;500;11500;0;0;0.6293532338308457;0;0;500;0;0;0;128.89982887261277;0;100;500;0;0;0;0;0;0;500;119
639;0;0;86.93334651409931;0.9446517412935324;41.75;797.3999999999996;0;0;142.35552957984285;0;46.93832;7.411747;122.20000102823006;1.6725583024670705;0;8.380555555555556;25.6;500;12000;0;0;0.6293532338308457;0;0;500;0;0;0;128.89982887261277;0;100;500;0;0;0;0;0;0;500;119
639;0;0;82.93641104218669;0.9446517412935324;50.54;847.9399999999998;0;0;140.36454315215275;0;46.938102;7.4121880000000004;127.29166773773964;1.7422482317365315;0;8.805555555555555;25.5;500;12500;0;0;0.6293532338308457;0;0;500;0;0;0;128.89982887261277;0;100;500;0;0;0;0;0;0;500;113
639;0;0;86.93334651409931;0.9446517412935324;46.15;894.0899999999999;0;0;140.36454315215275;0;46.937905;7.412763;163.95166804620865;2.244015722476653;0;9.425;25.5;500;13000;0;0;0.6293532338308457;0;0;500;0;0;0;127.78862345129714;0;100;0;500;0;0;0;0;0;500;106
639;1;0;85.93411264612115;0.9446517412935324;46.15;940.24;0;0;137.37806351061758;0;46.937742;7.413295;167.00666807191442;2.2858296800383298;0;9.355555555555556;25.5;500;13500;0;0;0.6293532338308457;0;0;500;0;0;0;128.89982887261277;0;100;0;500;0;0;0;0;0;500;106
639;0;0;83.93564491016485;0.9446517412935324;37.36;977.6000000000001;0;0;136.38257029677254;0;46.937547;7.413788;159.878334678601;2.188263779061084;0;9.066666666666666;25.3;500;14000;0;0;0.6293532338308457;0;0;500;0;0;0;128.89982887261277;0;100;0;500;0;0;0;0;0;500;110
638;1;0;86.93334651409931;0.9446517412935324;52.74;1030.34;0;0;135.38707708292748;0;46.937285;7.414217;155.80500131099333;2.1325118356455146;0;9.325;25.3;500;14500;0;0;0.6293532338308457;0;0;500;0;0;0;130.0110342939284;0;100;0;500;0;0;0;0;0;500;107
638;0;0;87.93258038207746;0.9446517412935324;46.15;1076.49;0;0;135.38707708292748;0;46.936947;7.4145;163.95166804620865;2.244015722476653;0;9.444444444444445;25.3;500;15000;0;0;0.6293532338308457;0;0;500;0;0;0;131.122239715244;0;100;0;500;0;0;0;0;0;500;105
638;0;0;0;0.9446517412935324;48.35;1124.84;0;0;135.38707708292748;0;46.936537;7.414612;0;0;0;9.966666666666669;25.1;500;15500;0;0;0.6293532338308457;0;0;500;0;0;0;132.23344513655965;0;100;0;400;0;0;0;0;0;400;100
