Altitude [m];AltitudeDifferencesDownhill [m];AltitudeDifferencesUphill [m];Cadence [rpm];Calories [kcal];Distance [m];DistanceAbsolute [m];DistanceDownhill [m];DistanceUphill [m];Heartrate [bpm];Incline [%];Latitude;Longitude;Power [watts];Power to Weight Ratio [watts/kg];RiseRate [m/min];Speed [m/s];Temperature [°C];TrainingTime [s];TrainingTimeAbsolute [s];TrainingTimeDownhill [s];TrainingTimeUphill [s];Work [kJ];TimeBelowIntensityZones [s];TimeInIntensityZone1 [s];TimeInIntensityZone2 [s];TimeInIntensityZone3 [s];TimeInIntensityZone4 [s];TimeAboveIntensityZones [s];NormalizedPower [watts];RightBalance;LeftBalance;TimeInPowerZone1 [s];TimeInPowerZone2 [s];TimeInPowerZone3 [s];TimeInPowerZone4 [s];TimeInPowerZone5 [s];TimeInPowerZone6 [s];TimeInPowerZone7 [s];PedalingTime [s];SpeedTime [min/km]
655;0;0;82.2376457080895;0.9321295143212952;39.55;0;0;0;129.14095544259027;0;46.941663;7.401685;119.21344969893782;1.568299558644978;0;8.669444444444444;25.4;500;0;0;0;0.6183063511830635;0;500;0;0;0;0;106.3790125144469;0;100;500;0;0;0;0;0;0;500;115
652;2;0;83.22846071662069;0.9321295143212952;48.35;48.35000000000002;30.77;0;129.14095544259027;-1.180226570545829;46.941555;7.402243;171.74819024423246;2.2594146183868324;-10131.404460518384;10.32222222222222;25.4;500;500;300;0;0.6183063511830635;0;500;0;0;0;0;106.3790125144469;0;100;0;500;0;0;0;0;0;500;96
652;1;0;87.19172075074549;0.9321295143212952;41.75;90.10000000000002;41.75;0;129.14095544259027;-2.360453141091658;46.941495;7.40289;97.99749678641498;1.289195399903075;-13170.8257986739;10.705555555555556;25.4;500;1000;400;0;0.6183063511830635;0;500;0;0;0;0;106.3790125144469;0;100;500;0;0;0;0;0;0;500;93
651;1;0;87.19172075074549;0.9321295143212952;63.74;153.84000000000003;63.74;0;133.11452330236227;-2.360453141091658;46.941542;7.403563;75.77126040186725;0.9968005669353672;-15197.106690777578;10.766666666666666;25.4;500;1500;500;0;0.6183063511830635;0;0;500;0;0;0;106.3790125144469;0;100;500;0;0;0;0;0;0;500;92
651;0;0;87.19172075074549;0.9321295143212952;52.75;206.59000000000003;41.76;0;134.10791526730526;-1.180226570545829;46.941587;7.404103;113.15174886678844;1.4885555132901485;-11144.544906570223;10.766666666666666;25.4;500;2000;400;0;0.6183063511830635;0;0;500;0;0;0;106.3790125144469;0;100;400;100;0;0;0;0;0;500;92
651;1;0;87.19172075074549;0.9321295143212952;52.75;259.34000000000003;0;0;135.10130723224827;0;46.941822;7.40465;225.293214261552;2.9638203523544924;0;10.716666666666669;25.3;500;2500;0;0;0.6183063511830635;0;0;500;0;0;0;107.3732088930866;0;100;0;100;100;300;0;0;0;500;93
650;0;0;84.21927572515189;0.9321295143212952;61.54;320.88;0;0;136.09469919719126;0;46.941795;7.4053;234.38576550977604;3.083436420386736;0;10.44722222222222;25.3;500;3000;0;0;0.6183063511830635;0;0;500;0;0;0;110.35579802900568;0;100;0;0;100;400;0;0;0;500;95
650;0;0;80.2560156910271;0.9321295143212952;50.55;371.4300000000002;0;0;136.09469919719126;0;46.94178;7.405925;212.15952912522832;2.7910415874190284;0;9.869444444444444;25.3;500;3500;0;0;0.6183063511830635;0;0;500;0;0;0;114.33258354356444;0;100;0;0;500;0;0;0;0;500;101
650;0;0;86.20090574221429;0.9321295143212952;46.15;417.58000000000004;0;0;136.09469919719126;0;46.941742;7.406528;164.67620594005817;2.1663798988061984;0;9.330555555555556;25.3;500;4000;0;0;0.6183063511830635;0;0;500;0;0;0;118.3093690581232;0;100;0;500;0;0;0;0;0;500;107
650;0;1;79.2652006824959;0.9321295143212952;43.95;461.5300000000001;0;0;138.08148312707726;0;46.941763;7.407062;158.6145051079088;2.086635853451369;0;8.702777777777778;25.3;500;4500;0;0;0.6183063511830635;0;0;500;0;0;0;123.28035095132164;0;100;100;400;0;0;0;0;0;500;114
652;0;2;80.2560156910271;0.9321295143212952;35.15;496.6800000000002;0;19.77;141.06165902190628;1.083490744238761;46.941713;7.407508;101.02834720248968;1.3290674225804897;6164.126611957796;7.102777777777778;25.2;500;5000;0;300;0.6183063511830635;0;0;500;0;0;0;128.2513328445201;0;100;500;0;0;0;0;0;0;500;140
653;0;1;81.2468306995583;0.9321295143212952;30.75;527.4300000000002;0;30.75;143.04844295179228;2.166981488477522;46.941662;7.407925;140.42940261146066;1.8474037173868807;8218.835482610395;5.675;25.1;500;5500;0;500;0.6183063511830635;0;0;500;0;0;0;131.23392198043916;0;100;300;200;0;0;0;0;0;500;176
654;0;0;73.3203106313087;0.9321295143212952;21.96;549.39;0;21.96;144.0418349167353;2.166981488477522;46.941647;7.408233;116.18259928286312;1.5284275359675632;8218.835482610395;4.5361111111111105;25.1;500;6000;0;500;0.6183063511830635;0;0;500;0;0;0;132.22811835907885;0;100;500;0;0;0;0;0;0;500;220
655;0;1;0;0.9321295143212952;6.57;555.96000000000015;0;6.57;142.0550509868493;3.250472232716283;46.941625;7.408338;0;0;4109.4177413051975;2.125;25;500;6500;0;500;0.6183063511830635;0;0;500;0;0;0;132.22811835907885;0;100;100;0;0;0;0;0;0;0;470
655;0;0;0;0.9321295143212952;0;555.96000000000015;0;0;142.0550509868493;0;46.941625;7.408332;0;0;0;0;25;50;6550;0;0;0.6183063511830635;0;0;0;0;0;0;132.22811835907885;0;100;0;0;0;0;0;0;0;0;1200
655;0;1;96.10905582752628;0.9321295143212952;32.94;588.9;0;0;107.28633221384422;0;46.941558;7.408722;88.90494553819092;1.169579331870831;0;6.225;24.6;550;7100;0;0;0.6183063511830635;550;0;0;0;0;0;132.22811835907885;0;100;550;0;0;0;0;0;0;550;160
656;0;0;99.08150085311988;0.9321295143212952;32.95;621.8500000000003;0;0;121.19381972304625;0;46.941513;7.40914;71.73012651376767;0.9436378700321476;0;7.069444444444444;24.6;500;7600;0;0;0.6183063511830635;0;500;0;0;0;0;132.22811835907885;0;100;500;0;0;0;0;0;0;500;141
656;0;0;0;0.9321295143212952;39.55;661.4;0;0;129.14095544259027;0;46.94146;7.409615;0;0;0;8.144444444444444;24.6;500;8100;0;0;0.6183063511830635;0;500;0;0;0;0;132.22811835907885;0;100;500;0;0;0;0;0;0;400;122
656;0;0;94.12742581046388;0.9321295143212952;41.75;703.15;0;0;129.14095544259027;0;46.941075;7.409587;22.22623638454773;0.29239483296770774;0;8.225;24.6;500;8600;0;0;0.6183063511830635;0;500;0;0;0;0;132.22811835907885;0;100;200;0;0;0;0;0;0;300;121
656;1;0;86.20090574221429;0.9321295143212952;41.75;744.9;0;0;128.14756347764725;0;46.940782;7.409255;122.2443001150125;1.6081715813223925;0;8.458333333333332;24.6;500;9100;0;0;0.6183063511830635;0;500;0;0;0;0;132.22811835907885;0;100;500;0;0;0;0;0;0;500;118
