Altitude [m];AltitudeDifferencesDownhill [m];AltitudeDifferencesUphill [m];Cadence [rpm];Calories [kcal];Distance [m];DistanceAbsolute [m];DistanceDownhill [m];DistanceUphill [m];Heartrate [bpm];Incline [%];Latitude;Longitude;Power [watts];Power to Weight Ratio [watts/kg];RiseRate [m/min];Speed [m/s];Temperature [°C];TrainingTime [s];TrainingTimeAbsolute [s];TrainingTimeDownhill [s];TrainingTimeUphill [s];Work [kJ];TimeBelowIntensityZones [s];TimeInIntensityZone1 [s];TimeInIntensityZone2 [s];TimeInIntensityZone3 [s];TimeInIntensityZone4 [s];TimeAboveIntensityZones [s];NormalizedPower [watts];RightBalance;LeftBalance;TimeInPowerZone1 [s];TimeInPowerZone2 [s];TimeInPowerZone3 [s];TimeInPowerZone4 [s];TimeInPowerZone5 [s];TimeInPowerZone6 [s];TimeInPowerZone7 [s];PedalingTime [s];SpeedTime [min/km]
646;2;0;94.12952730673965;1.0410596026490069;54.93;0;35.16;0;139.53916570406204;-0.8279816513761468;46.941653;7.402183;222.25899160132815;3.021240346883772;-11217.514124293786;11.294444444444444;27.3;500;0;200;0;0.7390728476821192;0;0;500;0;0;0;106.93241764009056;0;100;0;100;200;200;0;0;0;500;88
644;2;0;94.12952730673965;1.0410596026490069;57.14;57.139999999999986;57.14;0;139.53916570406204;-1.6559633027522935;46.941793;7.402693;168.71477998828092;2.293396081498136;-17336.158192090395;11.56388888888889;27.3;500;500;400;0;0.7390728476821192;0;0;500;0;0;0;109.87551170357928;0;100;230;170;0;100;0;0;0;500;86
644;0;0;92.1478530476504;1.0410596026490069;54.95;112.08999999999992;54.95;0;138.54245737760448;-1.6559633027522935;46.941667;7.403548;110.11922765702168;1.496887262774233;-18355.93220338983;11.38888888888889;27.3;500;1000;500;0;0.7390728476821192;0;0;500;0;0;0;111.83757441257178;0;100;500;0;0;0;0;0;0;500;87
642;1;0;91.15701591810576;1.0410596026490069;57.14;169.23000000000002;57.14;0;136.5490407246893;-0.8279816513761468;46.941755;7.404192;102.03708250788247;1.3870239774330044;-13257.062146892657;11.247222222222222;27.2;500;1500;500;0;0.7390728476821192;0;0;500;0;0;0;113.79963712156427;0;100;500;0;0;0;0;0;0;500;88
642;1;0;90.16617878856114;1.0410596026490069;54.95;224.18000000000006;10.99;0;136.5490407246893;-0.8279816513761468;46.941743;7.404967;214.17684645218895;2.9113770615425443;-9177.966101694916;11.119444444444444;27.2;500;2000;100;0;0.7390728476821192;0;0;500;0;0;0;116.742731185053;0;100;0;200;100;200;0;0;0;500;89
642;0;0;88.18450452947188;1.0410596026490069;52.75;276.93000000000006;0;0;137.54574905114688;0;46.941718;7.405658;259.638912916097;3.529358041586952;0;10.872222222222222;27.2;500;2500;0;0;0.7390728476821192;0;0;500;0;0;0;120.66685660303796;0;100;0;0;0;500;0;0;0;500;91
642;0;0;84.22115601129337;1.0410596026490069;50.55;327.48;0;0;139.53916570406204;0;46.941682;7.406305;239.433550043249;3.254699828233882;0;10.369444444444444;27.2;500;3000;0;0;0.7390728476821192;0;0;500;0;0;0;125.5720133755192;0;100;0;0;100;400;0;0;0;500;96
642;0;0;80.25780749311485;1.0410596026490069;50.55;378.03;0;0;139.53916570406204;0;46.941635;7.406912;204.07416501576495;2.774047954866009;0;9.9;27.2;500;3500;0;0;0.7390728476821192;0;0;500;0;0;0;129.49613879350417;0;100;0;0;500;0;0;0;0;500;101
642;0;0;93.13869017719502;1.0410596026490069;43.95;421.98;0;0;141.53258235697723;0;46.941565;7.407447;145.47861268450572;1.9775391361421053;0;8.041666666666666;27.2;500;4000;0;0;0.7390728476821192;0;0;500;0;0;0;133.42026421148915;0;100;200;300;0;0;0;0;0;500;124
644;0;2;75.30362184539172;1.0410596026490069;32.95;454.93000000000006;0;17.57;141.53258235697723;1.0431341511673922;46.941618;7.407732;74.75984262953766;1.0162353894063598;6976.181474480151;6.2;27;500;4500;0;300;0.7390728476821192;0;0;500;0;0;0;136.36335827497788;0;100;500;0;0;0;0;0;0;500;161
645;0;2;87.19366739992725;1.0410596026490069;28.55;483.48;0;28.55;142.52929068343482;2.0862683023347843;46.941648;7.407997;122.2424453807305;1.6616821907860746;7972.778827977316;5.769444444444444;27;500;5000;0;500;0.7390728476821192;0;0;500;0;0;0;139.3064523384666;0;100;500;0;0;0;0;0;0;500;173
647;0;1;93.13869017719502;1.0410596026490069;30.75;514.23;0;30.75;146.51612398926517;3.1294024535021765;46.941625;7.408365;194.98175172298335;2.6504517588571272;13952.362948960304;6.1611111111111105;27;500;5500;0;500;0.7390728476821192;0;0;500;0;0;0;139.3064523384666;0;100;100;100;100;200;0;0;0;500;162
648;0;1;91.15701591810576;1.0410596026490069;39.54;553.77;0;39.54;151.49966562155308;4.172536604669569;46.941567;7.408783;269.741594352521;3.6666871482634873;15945.557655954632;7.072222222222222;27;500;6000;0;400;0.7390728476821192;0;0;300;200;0;0;140.28748369296284;0;100;0;0;0;300;200;0;0;500;141
649;0;0;85.211993140838;1.0410596026490069;37.35;591.1199999999999;0;37.35;154.48979060092586;4.172536604669569;46.94156;7.409248;306.1112475236474;4.161071932299014;16942.155009451795;7.525;27;500;6500;0;500;0.7390728476821192;0;0;0;500;0;0;142.24954640195534;0;100;0;0;0;0;300;200;0;500;132
649;0;0;9.90837129544628;1.0410596026490069;39.55;630.6700000000001;0;24.17;152.49637394801067;2.0862683023347843;46.941462;7.409668;126.2835179553001;1.7166138334566887;10962.57088846881;7.891666666666667;26.9;500;7000;0;300;0.7390728476821192;0;0;0;500;0;0;144.21160911094782;0;100;0;0;0;0;0;200;0;200;126
649;0;0;95.12036443628428;1.0410596026490069;41.75;672.4200000000001;0;0;150.5029572950955;0;46.941052;7.409502;100.01654622059768;1.3595581560976977;0;9.1;26.8;500;7500;0;0;0.7390728476821192;0;0;0;500;0;0;145.19264046544407;0;100;400;100;0;0;0;0;0;500;109
648;0;0;97.10203869537354;1.0410596026490069;48.35;720.7699999999998;0;0;149.50624896863792;0;46.940668;7.409163;179.82772956834734;2.444458098842325;0;9.583333333333334;26.8;500;8000;0;0;0.7390728476821192;0;0;200;300;0;0;147.15470317443655;0;100;0;500;0;0;0;0;0;500;104
648;0;0;88.18450452947188;1.0410596026490069;39.55;760.3199999999995;0;0;150.5029572950955;0;46.94033;7.409063;141.43754010993612;1.9226074934714912;0;7.986111111111111;26.7;500;8500;0;0;0.7390728476821192;0;0;300;200;0;0;149.11676588342905;0;100;200;300;0;0;0;0;0;500;125
650;0;2;86.20283027038262;1.0410596026490069;35.15;795.4699999999998;0;13.18;151.49966562155308;1.0431341511673922;46.940087;7.409235;79.81118334774966;1.0848999427446273;7972.778827977316;6.941666666666666;26.7;500;9000;0;200;0.7390728476821192;0;0;0;500;0;0;149.11676588342905;0;100;500;0;0;0;0;0;0;500;144
651;0;1;89.17534165901651;1.0410596026490069;35.15;830.6199999999999;0;35.15;153.49308227446826;2.0862683023347843;46.93986;7.409447;165.68397555735373;2.2521973494951757;9965.973534971645;7.133333333333333;26.7;500;9500;0;500;0.7390728476821192;0;0;0;500;0;0;149.11676588342905;0;100;100;400;0;0;0;0;0;500;140
652;0;1;85.211993140838;1.0410596026490069;37.35;867.97;0;37.35;155.48649892738342;2.0862683023347843;46.93963;7.409687;204.07416501576495;2.774047954866009;11959.168241965974;7.419444444444444;26.7;500;10000;0;500;0.7390728476821192;0;0;0;500;0;0;148.1357345289328;0;100;0;300;100;100;0;0;0;500;134
652;0;1;91.15701591810576;1.0410596026490069;37.35;905.3199999999995;0;37.35;156.48320725384102;2.0862683023347843;46.939382;7.410035;261.6594492033818;3.556823862922259;10962.57088846881;8.022222222222222;26.5;500;10500;0;500;0.7390728476821192;0;0;0;500;0;0;149.11676588342905;0;100;0;0;0;400;100;0;0;500;124
653;0;0;91.15701591810576;1.0410596026490069;39.55;944.8699999999997;0;39.55;158.4766239067562;1.0431341511673922;46.939175;7.41045;180.83799771198977;2.4581910095099784;6976.181474480151;7.975;26.5;500;11000;0;500;0.7390728476821192;0;0;0;500;0;0;149.11676588342905;0;100;0;400;100;0;0;0;0;500;125
653;0;0;93.13869017719502;1.0410596026490069;41.75;986.6199999999997;0;24.17;159.47333223321377;1.0431341511673922;46.939007;7.410878;175.78665699377774;2.389526456171711;6976.181474480151;8.652777777777777;26.5;500;11500;0;300;0.7390728476821192;0;0;0;500;0;0;150.09779723792528;0;100;0;500;0;0;0;0;0;500;115
